Year,Sport,NOC,Sex,Legendary_Index,Predicted_Legendary_Coach
1964,Athletics,IRQ,M,0.34772977,False
1980,Athletics,IRQ,M,0.3548772,False
1988,Athletics,IRQ,M,0.36292055,False
1996,Athletics,IRQ,M,0.544598,False
2000,Athletics,IRQ,M,0.544598,False
2004,Athletics,IRQ,M,0.544598,False
2008,Athletics,IRQ,M,0.544598,False
2012,Athletics,IRQ,M,0.544598,False
2020,Athletics,IRQ,M,0.544598,False
2024,Athletics,IRQ,M,0.544598,False
1972,Athletics,ISL,F,0.3548772,False
1976,Athletics,ISL,F,0.3548772,False
1984,Athletics,ISL,F,0.36292055,False
1988,Athletics,ISL,F,0.36292055,False
1996,Athletics,ISL,F,0.544598,False
2000,Athletics,ISL,F,0.5603971,False
2004,Athletics,ISL,F,0.544598,False
2008,Athletics,ISL,F,0.544598,False
2012,Athletics,ISL,F,0.544598,False
2016,Athletics,ISL,F,0.544598,False
2024,Athletics,ISL,F,0.544598,False
1912,Athletics,ISL,M,0.34772977,False
1936,Athletics,ISL,M,0.34772977,False
1948,Athletics,ISL,M,0.34772977,False
1952,Athletics,ISL,M,0.34772977,False
1956,Athletics,ISL,M,0.35290214,False
1960,Athletics,ISL,M,0.34772977,False
1964,Athletics,ISL,M,0.34772977,False
1968,Athletics,ISL,M,0.34772977,False
1972,Athletics,ISL,M,0.3548772,False
1976,Athletics,ISL,M,0.3548772,False
1980,Athletics,ISL,M,0.3548772,False
1984,Athletics,ISL,M,0.36292055,False
1988,Athletics,ISL,M,0.36292055,False
1992,Athletics,ISL,M,0.37866002,False
1996,Athletics,ISL,M,0.544598,False
2000,Athletics,ISL,M,0.544598,False
2004,Athletics,ISL,M,0.544598,False
2008,Athletics,ISL,M,0.544598,False
2012,Athletics,ISL,M,0.544598,False
2016,Athletics,ISL,M,0.544598,False
2020,Athletics,ISL,M,0.544598,False
1952,Athletics,ISR,F,0.34772977,False
1960,Athletics,ISR,F,0.34772977,False
1964,Athletics,ISR,F,0.34772977,False
1968,Athletics,ISR,F,0.34772977,False
1972,Athletics,ISR,F,0.3548772,False
1976,Athletics,ISR,F,0.3548772,False
1984,Athletics,ISR,F,0.36292055,False
2004,Athletics,ISR,F,0.544598,False
2012,Athletics,ISR,F,0.544598,False
2016,Athletics,ISR,F,0.544598,False
2020,Athletics,ISR,F,0.544598,False
2024,Athletics,ISR,F,0.544598,False
1952,Athletics,ISR,M,0.34772977,False
1956,Athletics,ISR,M,0.34772977,False
1960,Athletics,ISR,M,0.34772977,False
1964,Athletics,ISR,M,0.34772977,False
1968,Athletics,ISR,M,0.34772977,False
1972,Athletics,ISR,M,0.3548772,False
1984,Athletics,ISR,M,0.36292055,False
1992,Athletics,ISR,M,0.37866002,False
1996,Athletics,ISR,M,0.544598,False
2000,Athletics,ISR,M,0.544598,False
2004,Athletics,ISR,M,0.544598,False
2008,Athletics,ISR,M,0.544598,False
2012,Athletics,ISR,M,0.544598,False
2016,Athletics,ISR,M,0.544598,False
2020,Athletics,ISR,M,0.544598,False
2024,Athletics,ISR,M,0.544598,False
1976,Athletics,ISV,F,0.3548772,False
1988,Athletics,ISV,F,0.36292055,False
1992,Athletics,ISV,F,0.37866002,False
1996,Athletics,ISV,F,0.544598,False
2000,Athletics,ISV,F,0.544598,False
2004,Athletics,ISV,F,0.544598,False
2008,Athletics,ISV,F,0.544598,False
2012,Athletics,ISV,F,0.544598,False
2016,Athletics,ISV,F,0.544598,False
1968,Athletics,ISV,M,0.34772977,False
1972,Athletics,ISV,M,0.3548772,False
1976,Athletics,ISV,M,0.3548772,False
1984,Athletics,ISV,M,0.36292055,False
1988,Athletics,ISV,M,0.36292055,False
1992,Athletics,ISV,M,0.37866002,False
1996,Athletics,ISV,M,0.544598,False
2000,Athletics,ISV,M,0.544598,False
2004,Athletics,ISV,M,0.544598,False
2008,Athletics,ISV,M,0.544598,False
2012,Athletics,ISV,M,0.544598,False
2016,Athletics,ISV,M,0.544598,False
2020,Athletics,ISV,M,0.544598,False
2024,Athletics,ISV,M,0.544598,False
1928,Athletics,ITA,F,0.34772977,False
1936,Athletics,ITA,F,0.5124153,False
1948,Athletics,ITA,F,0.35290214,False
1952,Athletics,ITA,F,0.34772977,False
1956,Athletics,ITA,F,0.34772977,False
1960,Athletics,ITA,F,0.36352885,False
1964,Athletics,ITA,F,0.34772977,False
1968,Athletics,ITA,F,0.34772977,False
1972,Athletics,ITA,F,0.37067628,False
1976,Athletics,ITA,F,0.36004958,False
1980,Athletics,ITA,F,0.5195625,False
1984,Athletics,ITA,F,0.5276059,False
1988,Athletics,ITA,F,0.36292055,False
1992,Athletics,ITA,F,0.37866002,False
1996,Athletics,ITA,F,0.55160433,False
2000,Athletics,ITA,F,0.54977036,False
2004,Athletics,ITA,F,0.544598,False
2008,Athletics,ITA,F,0.5603971,False
2012,Athletics,ITA,F,0.544598,False
2016,Athletics,ITA,F,0.544598,False
2020,Athletics,ITA,F,0.597375,False
2024,Athletics,ITA,F,0.52402884,False
1900,Athletics,ITA,M,0.34772977,False
1906,Athletics,ITA,M,0.34772977,False
1908,Athletics,ITA,M,0.35290214,False
1912,Athletics,ITA,M,0.36352885,False
1920,Athletics,ITA,M,0.48067322,False
1924,Athletics,ITA,M,0.48067322,False
1928,Athletics,ITA,M,0.34044436,False
1932,Athletics,ITA,M,0.5703726,False
1936,Athletics,ITA,M,0.42784792,False
1948,Athletics,ITA,M,0.5703726,False
1952,Athletics,ITA,M,0.50513,False
1956,Athletics,ITA,M,0.34772977,False
1960,Athletics,ITA,M,0.48067322,False
1964,Athletics,ITA,M,0.5124153,False
1968,Athletics,ITA,M,0.35624343,False
1972,Athletics,ITA,M,0.36339086,False
1976,Athletics,ITA,M,0.3475918,False
1980,Athletics,ITA,M,0.5775201,False
1984,Athletics,ITA,M,0.495864,False
1988,Athletics,ITA,M,0.5203205,False
1992,Athletics,ITA,M,0.38717368,False
1996,Athletics,ITA,M,0.5346556,False
2000,Athletics,ITA,M,0.54848576,False
2004,Athletics,ITA,M,0.6231164,False
2008,Athletics,ITA,M,0.6218318,False
2012,Athletics,ITA,M,0.5603971,False
2016,Athletics,ITA,M,0.544598,False
2020,Athletics,ITA,M,0.65642595,False
2024,Athletics,ITA,M,0.5346556,False
2008,Athletics,IVB,F,0.544598,False
2012,Athletics,IVB,F,0.544598,False
2016,Athletics,IVB,F,0.544598,False
2020,Athletics,IVB,F,0.544598,False
2024,Athletics,IVB,F,0.544598,False
1984,Athletics,IVB,M,0.36292055,False
1988,Athletics,IVB,M,0.36292055,False
1992,Athletics,IVB,M,0.37866002,False
1996,Athletics,IVB,M,0.544598,False
2000,Athletics,IVB,M,0.544598,False
2004,Athletics,IVB,M,0.544598,False
2008,Athletics,IVB,M,0.544598,False
2012,Athletics,IVB,M,0.544598,False
2016,Athletics,IVB,M,0.544598,False
2020,Athletics,IVB,M,0.544598,False
2024,Athletics,IVB,M,0.544598,False
1948,Athletics,JAM,F,0.34772977,False
1952,Athletics,JAM,F,0.34772977,False
1964,Athletics,JAM,F,0.34772977,False
1968,Athletics,JAM,F,0.34772977,False
1972,Athletics,JAM,F,0.3548772,False
1976,Athletics,JAM,F,0.3548772,False
1980,Athletics,JAM,F,0.37067628,False
1984,Athletics,JAM,F,0.37871963,False
1988,Athletics,JAM,F,0.36809292,False
1992,Athletics,JAM,F,0.3856664,False
1996,Athletics,JAM,F,0.68216723,True
2000,Athletics,JAM,F,0.609166,False
2004,Athletics,JAM,F,0.68216723,True
2008,Athletics,JAM,F,0.68216723,True
2012,Athletics,JAM,F,0.68216723,True
2016,Athletics,JAM,F,0.68216723,True
2020,Athletics,JAM,F,0.65661925,False
2024,Athletics,JAM,F,0.52402884,False
1948,Athletics,JAM,M,0.5124153,False
1952,Athletics,JAM,M,0.5703726,False
1956,Athletics,JAM,M,0.34772977,False
1964,Athletics,JAM,M,0.34772977,False
1968,Athletics,JAM,M,0.35290214,False
1972,Athletics,JAM,M,0.37067628,False
1976,Athletics,JAM,M,0.5195625,False
1980,Athletics,JAM,M,0.37067628,False
1984,Athletics,JAM,M,0.36809292,False
1988,Athletics,JAM,M,0.43630436,False
1992,Athletics,JAM,M,0.3838324,False
1996,Athletics,JAM,M,0.62858623,False
2000,Athletics,JAM,M,0.6258095,False
2004,Athletics,JAM,M,0.54977036,False
2008,Athletics,JAM,M,0.6218318,False
2012,Athletics,JAM,M,0.68216723,True
2016,Athletics,JAM,M,0.68216723,True
2020,Athletics,JAM,M,0.597375,False
2024,Athletics,JAM,M,0.6218318,False
1984,Athletics,JOR,F,0.36292055,False
1996,Athletics,JOR,F,0.544598,False
2000,Athletics,JOR,F,0.544598,False
2004,Athletics,JOR,F,0.544598,False
2008,Athletics,JOR,F,0.544598,False
2012,Athletics,JOR,F,0.544598,False
2020,Athletics,JOR,F,0.544598,False
1984,Athletics,JOR,M,0.36292055,False
1992,Athletics,JOR,M,0.37866002,False
1996,Athletics,JOR,M,0.544598,False
2000,Athletics,JOR,M,0.544598,False
2004,Athletics,JOR,M,0.544598,False
2008,Athletics,JOR,M,0.544598,False
2012,Athletics,JOR,M,0.544598,False
2016,Athletics,JOR,M,0.544598,False
2024,Athletics,JOR,M,0.544598,False
1928,Athletics,JPN,F,0.35290214,False
1932,Athletics,JPN,F,0.34772977,False
1936,Athletics,JPN,F,0.34772977,False
1952,Athletics,JPN,F,0.34772977,False
1956,Athletics,JPN,F,0.34772977,False
1960,Athletics,JPN,F,0.34772977,False
1964,Athletics,JPN,F,0.34772977,False
1972,Athletics,JPN,F,0.3548772,False
1976,Athletics,JPN,F,0.3548772,False
1984,Athletics,JPN,F,0.36292055,False
1988,Athletics,JPN,F,0.36292055,False
1992,Athletics,JPN,F,0.3838324,False
1996,Athletics,JPN,F,0.5603971,False
2000,Athletics,JPN,F,0.6231164,False
2004,Athletics,JPN,F,0.6231164,False
2008,Athletics,JPN,F,0.544598,False
2012,Athletics,JPN,F,0.544598,False
2016,Athletics,JPN,F,0.544598,False
2020,Athletics,JPN,F,0.544598,False
2024,Athletics,JPN,F,0.6231164,False
1912,Athletics,JPN,M,0.34772977,False
1920,Athletics,JPN,M,0.34772977,False
1924,Athletics,JPN,M,0.34772977,False
1928,Athletics,JPN,M,0.5124153,False
1932,Athletics,JPN,M,0.50513,False
1936,Athletics,JPN,M,0.5386304,False
1952,Athletics,JPN,M,0.34772977,False
1956,Athletics,JPN,M,0.34044436,False
1960,Athletics,JPN,M,0.34772977,False
1964,Athletics,JPN,M,0.33178675,False
1968,Athletics,JPN,M,0.35290214,False
1972,Athletics,JPN,M,0.3548772,False
1976,Athletics,JPN,M,0.3548772,False
1984,Athletics,JPN,M,0.36292055,False
1988,Athletics,JPN,M,0.35563514,False
1992,Athletics,JPN,M,0.37654698,False
1996,Athletics,JPN,M,0.5433134,False
2000,Athletics,JPN,M,0.51885647,False
2004,Athletics,JPN,M,0.6218318,False
2008,Athletics,JPN,M,0.54848576,False
2012,Athletics,JPN,M,0.5591125,False
2016,Athletics,JPN,M,0.5258629,False
2020,Athletics,JPN,M,0.5258629,False
2024,Athletics,JPN,M,0.51885647,False
1996,Athletics,KAZ,F,0.544598,False
2000,Athletics,KAZ,F,0.6231164,False
2004,Athletics,KAZ,F,0.544598,False
2008,Athletics,KAZ,F,0.544598,False
2012,Athletics,KAZ,F,0.6231164,False
2016,Athletics,KAZ,F,0.5603971,False
2020,Athletics,KAZ,F,0.544598,False
2024,Athletics,KAZ,F,0.544598,False
1996,Athletics,KAZ,M,0.544598,False
2000,Athletics,KAZ,M,0.544598,False
2004,Athletics,KAZ,M,0.5603971,False
2008,Athletics,KAZ,M,0.544598,False
2012,Athletics,KAZ,M,0.544598,False
2016,Athletics,KAZ,M,0.544598,False
2020,Athletics,KAZ,M,0.544598,False
2024,Athletics,KAZ,M,0.544598,False
1968,Athletics,KEN,F,0.34772977,False
1972,Athletics,KEN,F,0.3548772,False
1984,Athletics,KEN,F,0.36292055,False
1988,Athletics,KEN,F,0.36292055,False
1992,Athletics,KEN,F,0.37866002,False
1996,Athletics,KEN,F,0.54977036,False
2000,Athletics,KEN,F,0.5603971,False
2004,Athletics,KEN,F,0.54977036,False
2008,Athletics,KEN,F,0.68216723,True
2012,Athletics,KEN,F,0.55160433,False
2016,Athletics,KEN,F,0.68216723,True
2020,Athletics,KEN,F,0.6231164,False
2024,Athletics,KEN,F,0.68216723,True
1956,Athletics,KEN,M,0.34772977,False
1960,Athletics,KEN,M,0.34772977,False
1964,Athletics,KEN,M,0.36352885,False
1968,Athletics,KEN,M,0.5812335,False
1972,Athletics,KEN,M,0.5775201,False
1984,Athletics,KEN,M,0.5203205,False
1988,Athletics,KEN,M,0.57337755,False
1992,Athletics,KEN,M,0.57920545,False
1996,Athletics,KEN,M,0.68088263,True
2000,Athletics,KEN,M,0.68216723,True
2004,Athletics,KEN,M,0.6231164,False
2008,Athletics,KEN,M,0.68216723,True
2012,Athletics,KEN,M,0.68216723,True
2016,Athletics,KEN,M,0.68216723,True
2020,Athletics,KEN,M,0.6231164,False
2024,Athletics,KEN,M,0.6231164,False
1996,Athletics,KGZ,F,0.544598,False
2000,Athletics,KGZ,F,0.544598,False
2004,Athletics,KGZ,F,0.544598,False
2008,Athletics,KGZ,F,0.544598,False
2012,Athletics,KGZ,F,0.544598,False
2016,Athletics,KGZ,F,0.544598,False
2020,Athletics,KGZ,F,0.544598,False
2024,Athletics,KGZ,F,0.544598,False
1996,Athletics,KGZ,M,0.544598,False
2000,Athletics,KGZ,M,0.544598,False
2004,Athletics,KGZ,M,0.544598,False
2008,Athletics,KGZ,M,0.544598,False
2012,Athletics,KGZ,M,0.544598,False
2016,Athletics,KGZ,M,0.544598,False
2020,Athletics,KGZ,M,0.544598,False
2004,Athletics,KIR,F,0.544598,False
2012,Athletics,KIR,F,0.544598,False
2016,Athletics,KIR,F,0.544598,False
2004,Athletics,KIR,M,0.544598,False
2008,Athletics,KIR,M,0.544598,False
2012,Athletics,KIR,M,0.544598,False
2016,Athletics,KIR,M,0.544598,False
2020,Athletics,KIR,M,0.544598,False
2024,Athletics,KIR,M,0.544598,False
1948,Athletics,KOR,F,0.34772977,False
1952,Athletics,KOR,F,0.34772977,False
1960,Athletics,KOR,F,0.34772977,False
1964,Athletics,KOR,F,0.34772977,False
1968,Athletics,KOR,F,0.34772977,False
1972,Athletics,KOR,F,0.3548772,False
1984,Athletics,KOR,F,0.36292055,False
1988,Athletics,KOR,F,0.35563514,False
1992,Athletics,KOR,F,0.37866002,False
1996,Athletics,KOR,F,0.544598,False
2000,Athletics,KOR,F,0.544598,False
2004,Athletics,KOR,F,0.544598,False
2008,Athletics,KOR,F,0.544598,False
2012,Athletics,KOR,F,0.544598,False
2016,Athletics,KOR,F,0.544598,False
2020,Athletics,KOR,F,0.544598,False
1948,Athletics,KOR,M,0.34772977,False
1952,Athletics,KOR,M,0.34772977,False
1956,Athletics,KOR,M,0.34772977,False
1960,Athletics,KOR,M,0.34772977,False
1964,Athletics,KOR,M,0.34772977,False
1968,Athletics,KOR,M,0.34772977,False
1972,Athletics,KOR,M,0.3548772,False
1984,Athletics,KOR,M,0.36292055,False
1988,Athletics,KOR,M,0.35563514,False
1992,Athletics,KOR,M,0.5334338,False
1996,Athletics,KOR,M,0.54977036,False
2000,Athletics,KOR,M,0.544598,False
2004,Athletics,KOR,M,0.544598,False
2008,Athletics,KOR,M,0.544598,False
2012,Athletics,KOR,M,0.544598,False
2016,Athletics,KOR,M,0.544598,False
2020,Athletics,KOR,M,0.544598,False
2024,Athletics,KOR,M,0.544598,False
2016,Athletics,KOS,F,0.544598,False
2024,Athletics,KOS,F,0.544598,False
2016,Athletics,KOS,M,0.544598,False
2020,Athletics,KOS,M,0.544598,False
2012,Athletics,KSA,F,0.544598,False
2016,Athletics,KSA,F,0.544598,False
2020,Athletics,KSA,F,0.544598,False
1972,Athletics,KSA,M,0.3548772,False
1976,Athletics,KSA,M,0.3548772,False
1988,Athletics,KSA,M,0.36292055,False
1992,Athletics,KSA,M,0.37866002,False
1996,Athletics,KSA,M,0.544598,False
2000,Athletics,KSA,M,0.54977036,False
2004,Athletics,KSA,M,0.544598,False
2008,Athletics,KSA,M,0.544598,False
2012,Athletics,KSA,M,0.544598,False
2016,Athletics,KSA,M,0.544598,False
2020,Athletics,KSA,M,0.544598,False
2024,Athletics,KSA,M,0.544598,False
2004,Athletics,KUW,F,0.544598,False
2020,Athletics,KUW,F,0.544598,False
2024,Athletics,KUW,F,0.544598,False
1968,Athletics,KUW,M,0.34772977,False
1972,Athletics,KUW,M,0.3548772,False
1976,Athletics,KUW,M,0.3548772,False
1980,Athletics,KUW,M,0.3548772,False
1984,Athletics,KUW,M,0.36292055,False
1988,Athletics,KUW,M,0.36292055,False
1992,Athletics,KUW,M,0.37866002,False
1996,Athletics,KUW,M,0.544598,False
2000,Athletics,KUW,M,0.544598,False
2004,Athletics,KUW,M,0.544598,False
2008,Athletics,KUW,M,0.544598,False
2012,Athletics,KUW,M,0.544598,False
2020,Athletics,KUW,M,0.544598,False
2024,Athletics,KUW,M,0.544598,False
1980,Athletics,LAO,F,0.3548772,False
1988,Athletics,LAO,F,0.36292055,False
1996,Athletics,LAO,F,0.544598,False
2000,Athletics,LAO,F,0.544598,False
2004,Athletics,LAO,F,0.544598,False
2008,Athletics,LAO,F,0.544598,False
2012,Athletics,LAO,F,0.544598,False
2016,Athletics,LAO,F,0.544598,False
2020,Athletics,LAO,F,0.544598,False
2024,Athletics,LAO,F,0.544598,False
1980,Athletics,LAO,M,0.3548772,False
1992,Athletics,LAO,M,0.37866002,False
1996,Athletics,LAO,M,0.544598,False
2000,Athletics,LAO,M,0.544598,False
2004,Athletics,LAO,M,0.544598,False
2008,Athletics,LAO,M,0.544598,False
2012,Athletics,LAO,M,0.544598,False
1928,Athletics,LAT,F,0.34772977,False
1992,Athletics,LAT,F,0.37866002,False
1996,Athletics,LAT,F,0.544598,False
2000,Athletics,LAT,F,0.544598,False
2004,Athletics,LAT,F,0.544598,False
2008,Athletics,LAT,F,0.544598,False
2012,Athletics,LAT,F,0.544598,False
2016,Athletics,LAT,F,0.544598,False
2020,Athletics,LAT,F,0.544598,False
2024,Athletics,LAT,F,0.544598,False
1924,Athletics,LAT,M,0.34772977,False
1928,Athletics,LAT,M,0.34772977,False
1932,Athletics,LAT,M,0.35290214,False
1936,Athletics,LAT,M,0.36352885,False
1992,Athletics,LAT,M,0.37866002,False
1996,Athletics,LAT,M,0.544598,False
2000,Athletics,LAT,M,0.54977036,False
2004,Athletics,LAT,M,0.54977036,False
2008,Athletics,LAT,M,0.54977036,False
2012,Athletics,LAT,M,0.544598,False
2016,Athletics,LAT,M,0.544598,False
2020,Athletics,LAT,M,0.544598,False
2024,Athletics,LAT,M,0.544598,False
2004,Athletics,LBA,F,0.544598,False
2008,Athletics,LBA,F,0.544598,False
2012,Athletics,LBA,F,0.544598,False
2020,Athletics,LBA,F,0.544598,False
1968,Athletics,LBA,M,0.34772977,False
1980,Athletics,LBA,M,0.3548772,False
1988,Athletics,LBA,M,0.36292055,False
1992,Athletics,LBA,M,0.37866002,False
1996,Athletics,LBA,M,0.544598,False
2000,Athletics,LBA,M,0.544598,False
2004,Athletics,LBA,M,0.544598,False
2008,Athletics,LBA,M,0.544598,False
2012,Athletics,LBA,M,0.544598,False
2016,Athletics,LBA,M,0.544598,False
2024,Athletics,LBA,M,0.544598,False
2020,Athletics,LBN,M,0.544598,False
1984,Athletics,LBR,F,0.36292055,False
1988,Athletics,LBR,F,0.36292055,False
1996,Athletics,LBR,F,0.544598,False
2000,Athletics,LBR,F,0.544598,False
2004,Athletics,LBR,F,0.544598,False
2008,Athletics,LBR,F,0.544598,False
2012,Athletics,LBR,F,0.544598,False
2016,Athletics,LBR,F,0.544598,False
2020,Athletics,LBR,F,0.544598,False
2024,Athletics,LBR,F,0.544598,False
1956,Athletics,LBR,M,0.34772977,False
1960,Athletics,LBR,M,0.34772977,False
1964,Athletics,LBR,M,0.34772977,False
1972,Athletics,LBR,M,0.3548772,False
1984,Athletics,LBR,M,0.36292055,False
1988,Athletics,LBR,M,0.36292055,False
1996,Athletics,LBR,M,0.544598,False
2000,Athletics,LBR,M,0.544598,False
2004,Athletics,LBR,M,0.544598,False
2008,Athletics,LBR,M,0.544598,False
2012,Athletics,LBR,M,0.544598,False
2016,Athletics,LBR,M,0.544598,False
2020,Athletics,LBR,M,0.544598,False
2024,Athletics,LBR,M,0.544598,False
1996,Athletics,LCA,F,0.544598,False
2000,Athletics,LCA,F,0.544598,False
2008,Athletics,LCA,F,0.544598,False
2012,Athletics,LCA,F,0.544598,False
2016,Athletics,LCA,F,0.544598,False
2020,Athletics,LCA,F,0.544598,False
2024,Athletics,LCA,F,0.6231164,False
1996,Athletics,LCA,M,0.544598,False
2000,Athletics,LCA,M,0.544598,False
2004,Athletics,LCA,M,0.544598,False
2008,Athletics,LCA,M,0.544598,False
2012,Athletics,LCA,M,0.544598,False
2016,Athletics,LCA,M,0.544598,False
2024,Athletics,LCA,M,0.544598,False
1992,Athletics,LES,F,0.37866002,False
1996,Athletics,LES,F,0.544598,False
2000,Athletics,LES,F,0.544598,False
2004,Athletics,LES,F,0.544598,False
2008,Athletics,LES,F,0.544598,False
2012,Athletics,LES,F,0.544598,False
2016,Athletics,LES,F,0.544598,False
2020,Athletics,LES,F,0.544598,False
2024,Athletics,LES,F,0.544598,False
1972,Athletics,LES,M,0.3548772,False
1980,Athletics,LES,M,0.3548772,False
1984,Athletics,LES,M,0.36292055,False
1988,Athletics,LES,M,0.36292055,False
1992,Athletics,LES,M,0.37866002,False
1996,Athletics,LES,M,0.544598,False
2000,Athletics,LES,M,0.544598,False
2004,Athletics,LES,M,0.544598,False
2008,Athletics,LES,M,0.544598,False
2012,Athletics,LES,M,0.544598,False
2016,Athletics,LES,M,0.544598,False
2020,Athletics,LES,M,0.544598,False
2024,Athletics,LES,M,0.544598,False
1972,Athletics,LIB,F,0.3548772,False
1984,Athletics,LIB,F,0.36292055,False
1988,Athletics,LIB,F,0.36292055,False
2000,Athletics,LIB,F,0.544598,False
2004,Athletics,LIB,F,0.544598,False
2008,Athletics,LIB,F,0.544598,False
2012,Athletics,LIB,F,0.544598,False
2016,Athletics,LIB,F,0.544598,False
1960,Athletics,LIB,M,0.34772977,False
1972,Athletics,LIB,M,0.3548772,False
1976,Athletics,LIB,M,0.3548772,False
1980,Athletics,LIB,M,0.3548772,False
1984,Athletics,LIB,M,0.36292055,False
1988,Athletics,LIB,M,0.36292055,False
1992,Athletics,LIB,M,0.37866002,False
2000,Athletics,LIB,M,0.544598,False
2004,Athletics,LIB,M,0.544598,False
2008,Athletics,LIB,M,0.544598,False
2012,Athletics,LIB,M,0.544598,False
2016,Athletics,LIB,M,0.544598,False
1976,Athletics,LIE,F,0.3548772,False
1984,Athletics,LIE,F,0.36292055,False
1988,Athletics,LIE,F,0.36292055,False
1992,Athletics,LIE,F,0.37866002,False
1996,Athletics,LIE,F,0.544598,False
1936,Athletics,LIE,M,0.34772977,False
1948,Athletics,LIE,M,0.34772977,False
1960,Athletics,LIE,M,0.34772977,False
1964,Athletics,LIE,M,0.34772977,False
1968,Athletics,LIE,M,0.34772977,False
1976,Athletics,LIE,M,0.3548772,False
1984,Athletics,LIE,M,0.36292055,False
1988,Athletics,LIE,M,0.36292055,False
1992,Athletics,LIE,M,0.37866002,False
2008,Athletics,LIE,M,0.544598,False
2012,Athletics,LIE,M,0.544598,False
1928,Athletics,LTU,F,0.34772977,False
1992,Athletics,LTU,F,0.37866002,False
1996,Athletics,LTU,F,0.544598,False
2000,Athletics,LTU,F,0.544598,False
2004,Athletics,LTU,F,0.54977036,False
2008,Athletics,LTU,F,0.544598,False
2012,Athletics,LTU,F,0.544598,False
2016,Athletics,LTU,F,0.544598,False
2020,Athletics,LTU,F,0.544598,False
2024,Athletics,LTU,F,0.544598,False
1928,Athletics,LTU,M,0.34772977,False
1992,Athletics,LTU,M,0.5334338,False
1996,Athletics,LTU,M,0.544598,False
2000,Athletics,LTU,M,0.6231164,False
2004,Athletics,LTU,M,0.6231164,False
2008,Athletics,LTU,M,0.5603971,False
2012,Athletics,LTU,M,0.544598,False
2016,Athletics,LTU,M,0.544598,False
2020,Athletics,LTU,M,0.544598,False
2024,Athletics,LTU,M,0.54977036,False
1948,Athletics,LUX,F,0.34772977,False
